rn,distribution_share,sum_distribution_share,running_approximate_distribution_usd,sum_approximate_distribution_usd,distribution_token,receiver_type,account,balance_before_event,pool_share,approximate_distribution_usd,is_contract,contract_name,has_redeemed,redemption_usd,redemption_bonus_usd,approximate_distribution_before_redemption_bonus_usd
51,0.0002882551970351261,1.0000000000000009,3321896.290264878,3373254.04556872,GLV,CONTRACT,0x7a4c2e61caed8d4acace3214d28853f1813f5abe,730.5790005308771,0.000022601208839494586,972.3580095549474,true,,false,,,972.3580095549474
52,0.0002842855989187359,1.0000000000000009,3322855.2578115277,3373254.04556872,GLV,CONTRACT,0xc4839bf0c436a8724681eaed01b53879b7d6d14b,720.5181063849577,0.000022289964785752634,958.9675466495524,true,,false,,,958.9675466495524
53,0.0002837844638750291,1.0000000000000009,3323812.5349023635,3373254.04556872,GLV,CONTRACT,0x9322bc2e0291039c4057fadb1c86a604849fdaa1,719.2479862166899,0.000022250672318882636,957.2770908359921,true,,false,,,957.2770908359921
54,0.00028022682789069427,1.0000000000000009,3324757.8111832226,3373254.04556872,GLV,CONTRACT,0x0fae768ef2191fdfcb2c698f691c49035a53ef0f,710.2312046688752,0.000021971728956598507,945.2762808591739,true,,false,,,945.2762808591739
55,0.0002699901312974283,1.0000000000000009,3325668.5564858853,3373254.04556872,GLV,CONTRACT,0x9ba21c5e8af627db55eadedd796ce58ffbc9d821,684.2864319717337,0.00002116910086901973,910.7453026626799,true,,false,,,910.7453026626799
56,0.00022229010533845843,1.0000000000000009,3326418.397483008,3373254.04556872,GLV,CONTRACT,0x81b9f11d01b6ea69a2d8660e9c3f0760e2e4230c,563.3913443936439,0.000017429087646581215,749.8409971228518,true,,false,,,749.8409971228518
57,0.00021353587940508022,1.0000000000000009,3327138.7082520854,3373254.04556872,GLV,CONTRACT,0xd3ce8fd2d87c01e0962cc05750a141a21ea16b0b,541.203874059676,0.000016742695551717127,720.3107690772612,true,,false,,,720.3107690772612
58,0.00020423909000044703,1.0000000000000009,3327827.6585886925,3373254.04556872,GLV,CONTRACT,0xc18f39f25c9995c0bb51512e48ca8d8ea505ecfc,517.6412837534366,0.000016013762713620506,688.9503366072819,true,GLPLeverageVault,false,,,688.9503366072819
59,0.00020345052228845534,1.0000000000000009,3328513.948886075,3373254.04556872,GLV,CONTRACT,0xf42b28742b8d23ec0223ddc3581f691efcf5675c,515.6426692729226,0.000015951933529875954,686.290297382601,true,,false,,,686.290297382601
60,0.00019727859466646638,1.0000000000000009,3329179.4197036377,3373254.04556872,GLV,CONTRACT,0x06116a1baec9d0b75534d2b34b8eeb085c94e08b,500,0.000015468011551845426,665.4708175627694,true,,false,,,665.4708175627694
61,0.00018670832691745182,1.0000000000000009,3329809.2343227533,3373254.04556872,GLV,CONTRACT,0x703aacccdf5eb54594d32d59bfb7ad1ff0371627,473.20979560178483,0.00001463922916962964,629.8146191156615,true,,false,,,629.8146191156615
62,0.00018410211925676582,1.0000000000000009,3330430.257541334,3373254.04556872,GLV,CONTRACT,0x7d955dfeb4bfd1ff5e70541885a8603d4bec95b7,466.6043966098358,0.00001443488439380561,621.0232185806602,true,,false,,,621.0232185806602
63,0.00018346272677552506,1.0000000000000009,3331049.1239266405,3373254.04556872,GLV,CONTRACT,0xd473f4a310f89e7ecfb1c2c5a0f594a42bacc4d8,464.9838647870049,0.000014384751583894247,618.8663853066087,true,,false,,,618.8663853066087
64,0.00017755073519981976,1.0000000000000009,3331648.047662447,3373254.04556872,GLV,CONTRACT,0xf8c0e18bda2e17b4737f40e099594960d2e6debd,450.0000000000001,0.000013921210396660886,598.9237358064926,true,,false,,,598.9237358064926
65,0.00017547381454807384,1.0000000000000009,3332239.965417263,3373254.04556872,GLV,CONTRACT,0xc4c0d6c96670ee372832140574ae328b5435ddbc,444.7360719614379,0.000013758365397243759,591.9177548156654,true,,false,,,591.9177548156654
66,0.00016583034605741892,1.0000000000000009,3332799.3533029794,3373254.04556872,GLV,CONTRACT,0x87760ea6ef342358ffdf6c3ba4c11d5cbf3241fb,420.29482807748064,0.000013002250511766714,559.3878857162492,true,,false,,,559.3878857162492
67,0.00016555708084499415,1.0000000000000009,3333357.819395712,3373254.04556872,GLV,CONTRACT,0x15058c8cf45af20d780f3d73fb15758ead6a857d,419.6022409955249,0.000012980824621798013,558.4660927329242,true,BeefyVaultV7,false,,,558.4660927329242
68,0.0001638980373459324,1.0000000000000009,3333910.68911325,3373254.04556872,GLV,CONTRACT,0xaea5e4aa29d932febca618db01818b8db119e801,415.3974170969497,0.00001285074409252474,552.8697175379397,true,,false,,,552.8697175379397
69,0.0001604828038483372,1.0000000000000009,3334452.038380576,3373254.04556872,GLV,CONTRACT,0x2cba02a2bc8552cbb9fcaf0477697e9249f848a4,406.74155277631905,0.000012582966073919298,541.3492673256147,true,,false,,,541.3492673256147
70,0.00015651603697505712,1.0000000000000009,3334980.0067354986,3373254.04556872,GLV,CONTRACT,0x67c5ebffc52d5188925488537b2a06901c3b2b39,396.6878343787743,0.000012271944009294852,527.9683549224948,true,,false,,,527.9683549224948
71,0.00014544638460372238,1.0000000000000009,3335470.6343407766,3373254.04556872,GLV,CONTRACT,0xd7da23e91608e92f7ee90b7015bdafc03ef0c709,368.63194623224257,0.000011404006405399179,490.62760527785053,true,,false,,,490.62760527785053
72,0.000141982562454408,1.0000000000000009,3335949.577593976,3373254.04556872,GLV,CONTRACT,0x02937f9ccf53494c66063f75c2ecb610a9bf62fc,359.8529346137479,0.000011132418699141858,478.9432531995452,true,,false,,,478.9432531995452
73,0.0001402494788329198,1.0000000000000009,3336422.6747158384,3373254.04556872,GLV,CONTRACT,0xc908a710c97b3bb07fdfdecfff397cab6eac8c0c,355.460457,0.000010996532910200509,473.09712186205127,true,,false,,,473.09712186205127
74,0.0001262115658732921,1.0000000000000009,3336848.418391018,3373254.04556872,GLV,CONTRACT,0xf50255e6fec5aebdd07a288a832c3b932b08fba7,319.8815514847787,0.000009895863067177588,425.74367517964555,true,,false,,,425.74367517964555
75,0.00012569506169290208,1.0000000000000009,3337272.419766382,3373254.04556872,GLV,CONTRACT,0x6bc7c46af35453d3b6bc51346e44c801fe561601,318.5724784420007,0.000009855365553281789,424.0013753635918,true,,false,,,424.0013753635918
76,0.00012403062579958938,1.0000000000000009,3337690.8065766348,3373254.04556872,GLV,CONTRACT,0x4df79b46fec58660ac5876add6eaed5f43372fb0,314.35398759121495,0.000009724862222859173,418.3868102528849,true,,false,,,418.3868102528849
77,0.00011260234723400223,1.0000000000000009,3338070.642899982,3373254.04556872,GLV,CONTRACT,0x4417dcb75b949ca95eb8ddd7af9737852dd27211,285.3891660784993,0.000008828805835347519,379.8363233476318,true,,false,,,379.8363233476318
78,0.00011171885631202662,1.0000000000000009,3338447.498984003,3373254.04556872,GLV,CONTRACT,0xe964b6083f24dbc06e94c662b195c22c76923b22,283.1499699724309,0.000008759534012876493,376.8560840208543,true,,false,,,376.8560840208543
79,0.00010708291929848006,1.0000000000000009,3338808.7168747378,3373254.04556872,GLV,CONTRACT,0xe5bd924f0010e1b0bae800d7398f4d952be1d20e,271.40024866742965,0.000008396044363123046,361.21789073490663,true,,false,,,361.21789073490663
80,0.00010581213169849405,1.0000000000000009,3339165.6480760598,3373254.04556872,GLV,CONTRACT,0xa861db41982f7d05ee919a47837ab93088d3337a,268.17945423168635,0.000008296405792046653,356.93120132219525,true,,false,,,356.93120132219525
81,0.00010397974209755904,1.0000000000000009,3339516.3981617475,3373254.04556872,GLV,CONTRACT,0xc63e1858f973e1c338fc298c7664f45c59b1f504,263.5352869209019,0.000008152733724822818,350.75008568778316,true,,false,,,350.75008568778316
82,0.0001009484513522949,1.0000000000000009,3339856.9229336656,3373254.04556872,GLV,CONTRACT,0x0c61e528741f97343581fea3f86f86dba03684a9,255.85252044948354,0.000007915059483762759,340.5247719180259,true,,false,,,340.5247719180259
83,0.00010001386390633962,1.0000000000000009,3340194.2951047006,3373254.04556872,GLV,CONTRACT,0x9c140cd0f95d6675540f575b2e5da46bfffed31e,253.48382087633578,0.000007841781339042157,337.3721710350195,true,,false,,,337.3721710350195
84,0.00009831132928934887,1.0000000000000009,3340525.9241939513,3373254.04556872,GLV,CONTRACT,0x2e972aee995973f1e0761fc2c36ccdd310313d73,249.16876931215268,0.000007708290804158972,331.62908925053466,true,CErc20Delegator,false,,,331.62908925053466
85,0.00009682543821344597,1.0000000000000009,3340852.5409951187,3373254.04556872,GLV,CONTRACT,0xbb362990a9f05e5ac8ea3698491e75925c1139a9,245.40279794963598,0.000007591786627080316,326.6168011674707,true,,false,,,326.6168011674707
86,0.00009648042528194131,1.0000000000000009,3341177.9939800194,3373254.04556872,GLV,CONTRACT,0xfeb66f7b90438a7aa29b31963042d99c25bcd802,244.5283672185981,0.000007564735217782351,325.45298490049913,true,,false,,,325.45298490049913
87,0.0000962515567690854,1.0000000000000009,3341502.674933283,3373254.04556872,GLV,CONTRACT,0x2986e5c058f681fb668923a31d4618468cfea079,243.94830298698986,0.000007546790337311694,324.68095326360464,true,,false,,,324.68095326360464
88,0.00009430982129331998,1.0000000000000009,3341820.8059194977,3373254.04556872,GLV,CONTRACT,0xc69adac3d27672c6907aae429eee3e69f76f7106,239.0269999965457,0.000007394544794299051,318.13098621455464,true,AggregateVault,false,,,318.13098621455464
89,0.00008668178823385955,1.0000000000000009,3342113.205612335,3373254.04556872,GLV,CONTRACT,0xf2ee6182a72deeabd54bb03308263e39f886346d,219.69385066943053,0.000006796454040048311,292.3996928369978,true,,false,,,292.3996928369978
90,0.00008546243541142918,1.0000000000000009,3342401.4921183307,3373254.04556872,GLV,CONTRACT,0xe7bdbd86db0e892063237fe5f6876a0de549a9f5,216.603417,0.0000067008483126503834,288.2865059957589,true,,false,,,288.2865059957589
91,0.00008489754531925125,1.0000000000000009,3342687.873106538,3373254.04556872,GLV,CONTRACT,0xe62b5312e5fc7c023024bc787b612a998d4c28c8,215.1717105010436,0.000006656557007320964,286.380988207018,true,,false,,,286.380988207018
92,0.00008019931365423252,1.0000000000000009,3342958.4057657737,3373254.04556872,GLV,CONTRACT,0x31d92c729f5cff34cf92b646ae9946882b79a3a1,203.26410422231402,0.0000062881830243725315,270.5326592359745,true,,false,,,270.5326592359745
93,0.00007946553698326647,1.0000000000000009,3343226.4632098856,3373254.04556872,GLV,CONTRACT,0x2e00f1b341d7f37385f9fa867d17bf8aa2e867b2,201.40435691367512,0.000006230649838665451,268.05744411209434,true,,false,,,268.05744411209434
94,0.00007906148138764224,1.0000000000000009,3343493.157671825,3373254.04556872,GLV,CONTRACT,0xb7d7fa62cbbe6246137140640944d7503a9fd9d9,200.38028332802494,0.000006198969074559898,266.69446193952024,true,,false,,,266.69446193952024
95,0.0000765982862098579,1.0000000000000009,3343751.543150666,3373254.04556872,GLV,CONTRACT,0xf54f06d3a67932bb282dde21c48a4efd101cf489,194.13734759049905,0.000006005837470348939,258.38547884103383,true,,false,,,258.38547884103383
96,0.00007372851010718399,1.0000000000000009,3344000.248145659,3373254.04556872,GLV,CONTRACT,0xcb674bfec4197587c6a6e8a98c4f9c328d139eb3,186.86393785355887,0.000005780827098684348,248.70499499281266,true,,false,,,248.70499499281266
97,0.00007247733298214235,1.0000000000000009,3344244.732602353,3373254.04556872,GLV,CONTRACT,0x0a26c34f669e8a88180c46498a439592b388c6be,183.69284590828983,0.000005682726125001578,244.4844566940429,true,,false,,,244.4844566940429
98,0.00007176194378999584,1.0000000000000009,3344486.803869561,3373254.04556872,GLV,CONTRACT,0xe5bfa2543d0630bcbecc66684d950c3c99c2f497,181.87970142255386,0.0000056266346453005195,242.07126720747857,true,,false,,,242.07126720747857
99,0.00006975071659225411,1.0000000000000009,3344722.090756487,3373254.04556872,GLV,CONTRACT,0x61d6596f09688936da21d1a4316e4edbf932fcfe,176.7822725779748,0.000005468940468795201,235.28688692613844,true,,false,,,235.28688692613844
100,0.00006895029833388958,1.0000000000000009,3344954.677629285,3373254.04556872,GLV,CONTRACT,0x09baaa3a7e9242f245038b3824c70256f58d8e72,174.75362304375193,0.000005406182119935191,232.5868727979632,true,,false,,,232.5868727979632
101,0.00006814610751319947,1.0000000000000009,3345184.5517621436,3373254.04556872,GLV,CONTRACT,0x31aeb795f256dde8e8c6fa40faf2dd4d9220ea24,172.715412,0.000005343127975995483,229.87413285866106,true,,false,,,229.87413285866106
102,0.00006786480086605683,1.0000000000000009,3345413.476976217,3373254.04556872,GLV,CONTRACT,0x06216f617a3a216888a999b075005167a6bdcd65,172.0024440076584,0.000005321071581712212,228.9252140731418,true,,false,,,228.9252140731418
103,0.000067831792366344,1.0000000000000009,3345642.2908442346,3373254.04556872,GLV,CONTRACT,0x33e3cd8d367139797061dcfe363ced8fffe6c3c4,171.918784399862,0.000005318483486152577,228.8138680179473,true,,false,,,228.8138680179473
104,0.00006699050242902259,1.0000000000000009,3345868.266827568,3373254.04556872,GLV,CONTRACT,0x1f9a3aeda3c71ebfb01a023f24dec15d190fc0a9,169.78654613360774,0.000005252520513885162,225.9759833333816,true,,false,,,225.9759833333816
105,0.0000667264908670666,1.0000000000000009,3346093.352232832,3373254.04556872,GLV,CONTRACT,0x1289f07d80f229d0876581688bb69c7c19569981,169.11741230689344,0.000005231820174362467,225.08540526393665,true,,false,,,225.08540526393665
106,0.00006626202436943888,1.0000000000000009,3346316.8708746037,3373254.04556872,GLV,CONTRACT,0x3ed6828212fa2b4a7c080b880c526e4e763f01a6,167.94022808573408,0.00000519540277609938,223.5186417717828,true,,false,,,223.5186417717828
107,0.00006487756788102742,1.0000000000000009,3346535.719392925,3373254.04556872,GLV,CONTRACT,0x9738045bbc45386c2b6fd1bd946f7804a1397850,164.43134134930904,0.000005086851774953101,218.84851832133498,true,,false,,,218.84851832133498
108,0.00006451017365434353,1.0000000000000009,3346753.3285971847,3373254.04556872,GLV,CONTRACT,0x8080b5ce6dfb49a6b86370d6982b3e2a86fbbb08,163.50018552040365,0.000005058045516716947,217.60920425985495,true,GMDvault,false,,,217.60920425985495
109,0.00005946484243792778,1.0000000000000009,3346953.9186175074,3373254.04556872,GLV,CONTRACT,0xd05c37b74cec4d6394346ac7b427dfd6042eac0f,150.71286,0.000004662456518983325,200.59002032284639,true,,false,,,200.59002032284639
110,0.00005918357839993991,1.0000000000000009,3347153.559862776,3373254.04556872,GLV,CONTRACT,0x7ffbbdac332addd59d749a955ea9156dece30533,150,0.000004640403465553627,199.6412452688308,true,,false,,,199.6412452688308
111,0.0000576874360653083,1.0000000000000009,3347348.1542398618,3373254.04556872,GLV,CONTRACT,0x86ee39b28a7fdea01b53773aee148884db311b46,146.20804695724567,0.000004523095518614869,194.5943770857881,true,GlpCompounder,false,,,194.5943770857881
112,0.00005648178023708429,1.0000000000000009,3347538.6816335474,3373254.04556872,GLV,CONTRACT,0xb58cdfa776f0d0ab7c05e20afc0a189df0a496f1,143.15232813924015,0.0000044285637306626675,190.52739368566796,true,,false,,,190.52739368566796
113,0.0000558315860720633,1.0000000000000009,3347727.0157571356,3373254.04556872,GLV,CONTRACT,0x90ea2e10db52cfb9f8daade67dcb6edaa56f5e85,141.50441959112763,0.000004377583993745488,188.3341235881057,true,,false,,,188.3341235881057
114,0.0000544903331397474,1.0000000000000009,3347910.8254938438,3373254.04556872,GLV,CONTRACT,0xaf9f9f007cf3826c1871bc12cee58548fead2820,138.1050316986309,0.000004272420451364803,183.8097367080402,true,,false,,,183.8097367080402
115,0.0000540749984566975,1.0000000000000009,3348093.234201152,3373254.04556872,GLV,CONTRACT,0xc64f0c037021b688bca6a65f7b11f7360f811253,137.0523714144473,0.000004239855328492961,182.40870730817713,true,,false,,,182.40870730817713
116,0.00005324266912014588,1.0000000000000009,3348272.8352501583,3373254.04556872,GLV,CONTRACT,0x9e6b441b0f88bac1dc561783eb5773ac593222af,134.94284367283188,0.00000417459492954047,179.60104900640883,true,,false,,,179.60104900640883
117,0.000053138873154951626,1.0000000000000009,3348452.0861690054,3373254.04556872,GLV,CONTRACT,0x82e6fa2669e845de9992a16aa0685bcd5db7cb03,134.67977416605208,0.000004166456605200853,179.25091884690363,true,,false,,,179.25091884690363
118,0.000050813062797213884,1.0000000000000009,3348623.4915386536,3373254.04556872,GLV,CONTRACT,0x464b721930b99ca101b11a99e8113ac872e308c9,128.78503844556013,0.000003984096924761562,171.40536964843915,true,,false,,,171.40536964843915
119,0.000049914286565434424,1.0000000000000009,3348791.865107742,3373254.04556872,GLV,CONTRACT,0x27b79b452a61609d13070876b7eb74a641287127,126.50710192310315,0.0000039136266278740925,168.3735690885281,true,,false,,,168.3735690885281
120,0.00004740200508629228,1.0000000000000009,3348951.7641131678,3373254.04556872,GLV,CONTRACT,0x98c1ca1bbc0b7849ea94d70cc6584e808913dbc2,120.13975760125822,0.000003716646316824343,159.89900542540448,true,,false,,,159.89900542540448
121,0.00004665672811570616,1.0000000000000009,3349109.149110037,3373254.04556872,GLV,CONTRACT,0x9042e972627f732a490782d6fc86404f2ae00903,118.25086293469253,0.000003658211427779028,157.38499686930564,true,,false,,,157.38499686930564
122,0.00004562650368820602,1.0000000000000009,3349263.058898188,3373254.04556872,GLV,CONTRACT,0xe2027dfaa18846adef1bbb27c18abfe0f685510f,115.6397726913696,0.000003577434679685768,153.90978815139707,true,,false,,,153.90978815139707
123,0.00004379409886789211,1.0000000000000009,3349410.7875193665,3373254.04556872,GLV,CONTRACT,0xff9c98ae552e4ffa1aa350c7cbd608aeb84c1a96,110.99556680726975,0.000003433761419156958,147.72862117815356,true,,false,,,147.72862117815356
124,0.00004212857316044367,1.0000000000000009,3349552.897899214,3373254.04556872,GLV,CONTRACT,0x05e399b89561e1205a25171c091897ee55986e5f,106.77431383690998,0.0000033031726397393847,142.1103798475044,true,,false,,,142.1103798475044
125,0.000041786621365957706,1.0000000000000009,3349693.8547887877,3373254.04556872,GLV,CONTRACT,0x63b3c4400b2a2e521f5312985618becf3cd21664,105.90764151733043,0.0000032763612448375425,140.95688957336515,true,,false,,,140.95688957336515
126,0.0000411823391552047,1.0000000000000009,3349832.773280949,3373254.04556872,GLV,CONTRACT,0xf759c9cffb7d96615cde95b4ffa4700fa907bbeb,104.37609621264431,0.0000032289813239074235,138.91849216127736,true,,false,,,138.91849216127736
127,0.00004087217673521719,1.0000000000000009,3349970.645516472,3373254.04556872,GLV,CONTRACT,0xbe42c8f625ba2aa75782889c1ea0be2168f81443,103.58999364406131,0.000003204662436683869,137.87223552327112,true,,false,,,137.87223552327112
128,0.000040597770293310824,1.0000000000000009,3350107.592109355,3373254.04556872,GLV,CONTRACT,0x31a0ab35d9ccd0cca2dfe112f49f88e6a71cc1c0,102.89451413101453,0.0000031831470664001103,136.94659288298033,true,,false,,,136.94659288298033
129,0.00004056286478014977,1.0000000000000009,3350244.4209570745,3373254.04556872,GLV,CONTRACT,0x16d9b2b8bcddd6c92dfe2c869c17d2f9aba7f0ae,102.80604656761753,0.0000031804102318149334,136.82884771949716,true,,false,,,136.82884771949716
130,0.0000404782862830471,1.0000000000000009,3350380.9645000366,3373254.04556872,GLV,CONTRACT,0x0e76674798d968a84c21724b1f1ca24dc27b5943,102.59168348061954,0.000003173778690402985,136.54354296197747,true,,false,,,136.54354296197747
131,0.000040241541289099294,1.0000000000000009,3350516.70944199,3373254.04556872,GLV,CONTRACT,0xd0db452614a6640f83fae3ff89611ddce85eb065,101.99165641141805,0.0000031552162391273277,135.74494195337488,true,,false,,,135.74494195337488
132,0.00003945571893329326,1.0000000000000009,3350649.8036055025,3373254.04556872,GLV,CONTRACT,0x89df854b754dde09c767b26e71b97175ff1cc754,100,0.000003093602310369085,133.09416351255385,true,,false,,,133.09416351255385
133,0.00003945571893329326,1.0000000000000009,3350782.897769015,3373254.04556872,GLV,CONTRACT,0xc6c0cbf0164c3ecef29697a28c77d5068de4c9b7,100,0.000003093602310369085,133.09416351255385,true,,false,,,133.09416351255385
134,0.00003945571893329326,1.0000000000000009,3350915.991932527,3373254.04556872,GLV,CONTRACT,0x9d99bce0c27176046737e5ee2e3f5c7b89a1afc6,100,0.000003093602310369085,133.09416351255385,true,,false,,,133.09416351255385
135,0.00003945571893329326,1.0000000000000009,3351049.0860960395,3373254.04556872,GLV,CONTRACT,0x15eae9dc7f5fd5512866eb3305154c711cf07dfd,100,0.000003093602310369085,133.09416351255385,true,,false,,,133.09416351255385
136,0.00003945571893329326,1.0000000000000009,3351182.180259552,3373254.04556872,GLV,CONTRACT,0xa27b64d5c94e6415c7e00d01f19c77f766d233e9,100,0.000003093602310369085,133.09416351255385,true,,false,,,133.09416351255385
137,0.00003943925841682517,1.0000000000000009,3351315.2188975606,3373254.04556872,GLV,CONTRACT,0xa1b9b801600b51db5fb5600cbc735c298dbac707,98.47805823033735,0.000003046519484620329,133.03863800878568,true,,true,8.383362398776587,1.970090163712498,131.0685478450732
138,0.000039382922695821,1.0000000000000009,3351448.0675008707,3373254.04556872,GLV,CONTRACT,0x437a182b571390c7e5d14cc7103d3b9d7628faca,99.81549889486149,0.0000030878945799178636,132.84860330999834,true,,false,,,132.84860330999834
139,0.00003910715320763411,1.0000000000000009,3351579.985863639,3373254.04556872,GLV,CONTRACT,0xe30044f0d6479b6915252fbd08c6c2cb5a49de6f,99.11656475896822,0.0000030662723373419113,131.9183627683275,true,,false,,,131.9183627683275
140,0.00003890333886822715,1.0000000000000009,3351711.216708862,3373254.04556872,GLV,CONTRACT,0xb9199e45c71d782a11cbf06473c7eba9096e3ca6,98.59999999999997,0.0000030502918780239166,131.23084522337805,true,,false,,,131.23084522337805
141,0.00003846598160523368,1.0000000000000009,3351840.972236929,3373254.04556872,GLV,CONTRACT,0x0aac79e27aa9283948aa4c66372549dcd196cef0,97.49152377698931,0.000003016000031978967,129.75552806662648,true,,false,,,129.75552806662648
142,0.00003791332505064202,1.0000000000000009,3351968.863514037,3373254.04556872,GLV,CONTRACT,0x1b5623ed0d6fa5b7cf1dd9934332bff0718f22d1,96.09082301792819,0.000002972667920935295,127.8912771080401,true,,false,,,127.8912771080401
143,0.000036651749903676826,1.0000000000000009,3352092.4991776766,3373254.04556872,GLV,CONTRACT,0x620e3ae45a5601f88314b4253884e8e596187fc3,92.89337742303711,0.00000287375167013895,123.6356636397508,true,,false,,,123.6356636397508
144,0.00003630584871459081,1.0000000000000009,3352214.9680287307,3373254.04556872,GLV,CONTRACT,0xb590e96c5092f8dbf6bedba2c27217a50ff018c3,92.0166954148577,0.0000028466306152793216,122.46885105429936,true,,false,,,122.46885105429936
145,0.00003627357201968439,1.0000000000000009,3352337.328002293,3373254.04556872,GLV,CONTRACT,0x364e50f3b40db80d39471ac158210c731e592a07,91.93489055670523,0.0000028440998982975227,122.3599735626287,true,,false,,,122.3599735626287
146,0.000035845544042665844,1.0000000000000009,3352458.2441287506,3373254.04556872,GLV,CONTRACT,0x2e69b390a050c34e1648b40aae4e6c120e417b79,90.85005928613023,0.000002810539533047408,120.91612645753429,true,,false,,,120.91612645753429
147,0.00003556257243177853,1.0000000000000009,3352578.205720077,3373254.04556872,GLV,CONTRACT,0x1ea80e1507c7b6862d9c624a28b3c8178de6b21e,90.13287146510552,0.000002788352594046502,119.96159132632755,true,,false,,,119.96159132632755
148,0.000035383791954883,1.0000000000000009,3352697.5642394363,3373254.04556872,GLV,CONTRACT,0x0d0b7e7dd2b604181759eff8c4ff2225d7ec74df,89.6797547009736,0.0000027743349633626476,119.35851935937102,true,,false,,,119.35851935937102
149,0.00003496476642786161,1.0000000000000009,3352815.5092792413,3373254.04556872,GLV,CONTRACT,0x5fba399072cb248bb2800f95af89e7a9feebbef6,88.61774002135307,0.000002741480452697448,117.94503980514955,true,,false,,,117.94503980514955
150,0.000034900351778230075,1.0000000000000009,3352933.237032069,3373254.04556872,GLV,CONTRACT,0xa2c38ccf7258105c79cf87f4b0587e84c6bb9ebc,88.45448194021041,0.0000027364298969273543,117.72775282768607,true,,false,,,117.72775282768607
151,0.00003482831407291879,1.0000000000000009,3353050.721783416,3373254.04556872,GLV,CONTRACT,0x1e69f1ad7adda2d709059c5ee017c0df46792a84,88.27190332484396,0.000002730781640664138,117.4847513468113,true,,false,,,117.4847513468113
152,0.00003418059951448807,1.0000000000000009,3353166.021629008,3373254.04556872,GLV,CONTRACT,0xf50d66d5a98fdf6e78679a9f7063d9bcf7439392,86.63027930697777,0.0000026799963221198558,115.29984559221111,true,,false,,,115.29984559221111
153,0.000034125222114837715,1.0000000000000009,3353281.1346725626,3373254.04556872,GLV,CONTRACT,0xf54e514412d52efaa08538d21183e4d06ab1746b,86.48992601689076,0.000002675654349495045,115.11304355480746,true,,false,,,115.11304355480746
154,0.00003397129393358625,1.0000000000000009,3353395.7284772573,3373254.04556872,GLV,CONTRACT,0xf3e2a68d752ef67e09145df48003031dfbe52d58,86.09979706876108,0.0000026635853113422864,114.59380469467393,true,,false,,,114.59380469467393
155,0.000033964149953544,1.0000000000000009,3353510.2981834924,3373254.04556872,GLV,CONTRACT,0x8833c3438ff37da7d472502c3d8d2ad8fe42225c,86.08169074543106,0.0000026630251737054263,114.56970623509497,true,,false,,,114.56970623509497
156,0.00003371090685852339,1.0000000000000009,3353624.0136364326,3373254.04556872,GLV,CONTRACT,0x4a010c14f5ffb748de056927c0aeb96ad44410c7,85.43984945634249,0.000002643169156757279,113.71545294030433,true,,false,,,113.71545294030433
157,0.000033656811569450685,1.0000000000000009,3353737.5466122204,3373254.04556872,GLV,CONTRACT,0x61af17c934be71ace6edd3cdd7a09067e8d9f28a,85.30274565862901,0.0000026389277105036113,113.53297578759363,true,,false,,,113.53297578759363
158,0.00003329649295309556,1.0000000000000009,3353849.8641417776,3373254.04556872,GLV,CONTRACT,0x56cc5a9c0788e674f17f7555dc8d3e2f1c0313c0,84.38952287091524,0.0000026106762292440813,112.31752955727997,true,VaultStorage,false,,,112.31752955727997
159,0.000033170622991762354,1.0000000000000009,3353961.7570799785,3373254.04556872,GLV,CONTRACT,0x1c583fe112ce21383053baeb68185e02d63fd645,84.07050711163834,0.0000026008071503446493,111.89293820099715,true,,false,,,111.89293820099715
160,0.000033159599899011996,1.0000000000000009,3354073.612834487,3373254.04556872,GLV,CONTRACT,0xfee7534556f2a84250e8c3add20083fa4d9707aa,84.04256922823797,0.0000025999428633383075,111.85575450878233,true,,false,,,111.85575450878233
161,0.00003236424945216406,1.0000000000000009,3354182.7856698832,3373254.04556872,GLV,CONTRACT,0xeee9ce8c44e4e2b313e179365620c0e4726d5f89,82.02676399556027,0.0000025375818660876494,109.17283539630765,true,,false,,,109.17283539630765
162,0.00003224928780071457,1.0000000000000009,3354291.570710424,3373254.04556872,GLV,CONTRACT,0x11a6e212ea7f457b5f3f6346792988daab9da2b4,81.73539520401994,0.000002528568074420863,108.7850405404704,true,,false,,,108.7850405404704
163,0.000032167594621560824,1.0000000000000009,3354400.080179117,3373254.04556872,GLV,CONTRACT,0x882dad8e29922ab48237beb605d70d04fa6488db,81.52834491736348,0.000002522162761969233,108.50946869339465,true,,false,,,108.50946869339465
164,0.000031764170628406264,1.0000000000000009,3354507.2287961934,3373254.04556872,GLV,CONTRACT,0xf49a5ad787654429578a78bf90a5f4182eb4fdaa,80.50587211985442,0.000002490531519882597,107.14861707640654,true,,false,,,107.14861707640654
165,0.00003159949662246438,1.0000000000000009,3354613.821926013,3373254.04556872,GLV,CONTRACT,0xa4f89d72f8f3844628934af19bdb8df3bb12d63a,80.0885080205706,0.000002477619934464502,106.59312981966306,true,,false,,,106.59312981966306
166,0.000031168635905088776,1.0000000000000009,3354718.961653175,3373254.04556872,GLV,CONTRACT,0x665bb10992ccd99f39cc59b31d61b9b0474a5526,78.99649720686817,0.0000024438374627023232,105.13972716169917,true,,false,,,105.13972716169917
